,username,project,version_range,url,1C Enterprise,AGS Script,AMPL,ANTLR,ASP,ActionScript,Ada,AngelScript,ApacheConf,AppleScript,Assembly,Augeas,Awk,Batchfile,BitBake,BlitzBasic,Brainfuck,Bro,C,C#,C++,CMake,COBOL,CSS,Cap'n Proto,Clarion,Clean,Clojure,CoffeeScript,ColdFusion,Common Lisp,Cuda,D,DIGITAL Command Language,DTrace,Dart,Elixir,Emacs Lisp,EmberScript,Erlang,Forth,Fortran,FreeMarker,GAP,GCC Machine Description,GDB,GLSL,Gherkin,Gnuplot,Go,Groff,Groovy,HLSL,HTML,Haskell,Haxe,IDL,Inno Setup,Java,JavaScript,Jupyter Notebook,KRL,LLVM,Lex,Liquid,LiveScript,Logos,Lua,M,M4,MAXScript,Makefile,Mako,Mask,Mathematica,Matlab,Max,Meson,Module Management System,NSIS,NewLisp,Nix,OCaml,Objective-C,Objective-C++,OpenEdge ABL,PAWN,PHP,PLSQL,PLpgSQL,POV-Ray SDL,Pascal,Perl,Perl 6,PostScript,PowerShell,Prolog,Puppet,Python,QMake,R,RAML,RPC,Ragel,Rascal,Rebol,Redcode,RobotFramework,Roff,Ruby,Rust,SAS,SQLPL,SaltStack,Scala,Scheme,Scilab,Shell,Smalltalk,Smarty,SourcePawn,Standard ML,SuperCollider,Swift,SystemVerilog,Tcl,TeX,Terra,Turing,TypeScript,UnrealScript,VCL,Vala,Verilog,Vim script,Visual Basic,Volt,Vue,WebAssembly,XS,XSLT,Yacc,eC,xBase
149,GNOME,gnome-session,"('2.29.92', '2.29.92')",https://github.com/GNOME/gnome-session,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,cyu,rack-cors,"('0.4.0', '0.4.0')",https://github.com/cyu/rack-cors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,0,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,147976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,glpi-project,glpi,"('9.1.4', '9.1.4')",https://github.com/glpi-project/glpi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99088,0,0,0,0,0,419119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11584720,0,0,0,0,12136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36820,0,0,0,0,0,0,0,0,0
152,0x09AL,my-exploits,"('0.0.1', '0.0.1')",https://github.com/0x09AL/my-exploits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,VirusTotal,yara,"('3.0.0', '3.6.3')",https://github.com/VirusTotal/yara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760990,0,19508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38385,0,0,0,0,0,23827,0,4851,0,0,0,0,0,0,0,0,0,0,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76763,0,0
154,imp0wd3r,MetInfo_Vuln,"('5.3.17', '5.3.17')",https://github.com/imp0wd3r/MetInfo_Vuln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,OctopusDeploy,Issues,"('3.0.0', '3.9.0')",https://github.com/OctopusDeploy/Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,TheLocehiliosan,yadm,"('1.10.0', '1.10.0')",https://github.com/TheLocehiliosan/yadm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19570,0,0,0,0,0,0,0,0,159536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,FiyoCMS,FiyoCMS,"('2.0.7', '2.0.7')",https://github.com/FiyoCMS/FiyoCMS,0,0,0,0,0,0,0,0,4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14293,0,0,0,0,0,507236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Codiad,Codiad,"('2.8.3', '2.8.3')",https://github.com/Codiad/Codiad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Ed-von-Schleck,shoco,"('2017-07-17', '2017-07-17')",https://github.com/Ed-von-Schleck/shoco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,krb5,krb5,"('5-1.10', '5-1.9.4')",https://github.com/krb5/krb5,0,0,0,0,0,0,0,0,0,0,40918,0,10967,2734,0,0,0,0,14182062,0,796142,0,0,43679,0,0,0,0,0,0,0,0,0,0,0,0,0,6797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382487,0,0,0,0,0,0,0,0,0,1395,0,0,0,0,0,25420,0,281058,0,0,0,0,0,0,0,94536,0,0,0,0,0,0,0,0,0,0,0,0,138102,7955,0,0,0,0,432991,0,0,0,5974,0,0,0,0,0,340434,0,0,0,0,0,0,0,0,100611,0,0,0,0,0,0,0,0,65783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34752,0,0
161,FFmpeg,FFmpeg,"('3.3.2', '3.3.2')",https://github.com/FFmpeg/FFmpeg,0,0,0,0,0,0,0,0,0,0,3684614,0,1792,0,0,0,0,0,46782400,0,275101,0,0,0,0,0,0,0,0,0,0,12519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701352,0,0,0,0,0,0,0,0,0,0,0,2158338,0,0,0,0,0,0,0,0,22520,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,132,1462,0,0,0,0,0,0,0,58843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0
162,airbus-seclab,security-advisories,"(None, None)",https://github.com/airbus-seclab/security-advisories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,gnome-exe-thumbnailer,gnome-exe-thumbnailer,"('0.9.4', '0.9.4')",https://github.com/gnome-exe-thumbnailer/gnome-exe-thumbnailer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,hackerlib,hackerlib-vul,"(None, None)",https://github.com/hackerlib/hackerlib-vul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,jpadilla,pyjwt,"('1.5.0', '1.5.0')",https://github.com/jpadilla/pyjwt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,GNOME,librsvg,"('2.40.17', '2.40.17')",https://github.com/GNOME/librsvg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27764,0,34413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10399,0,0,0,0,0,0,0,0,0,2648,0,374296,0,0,0,0,0,0,21728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,0,0,0,0,0,0,0,0,0,0,0
167,dotCMS,core,"('4.1.1', '4.1.1')",https://github.com/dotCMS/core,0,0,0,0,0,17567,0,2387,0,0,0,0,0,8658,0,0,0,0,0,0,0,0,0,2431418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19217,0,934816,0,0,0,0,23739442,26678008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61452,89091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,27556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52252,0,0,0
168,orientechnologies,orientdb,"('2.2.22', '2.2.22')",https://github.com/orientechnologies/orientdb,0,0,0,0,0,0,0,0,0,0,0,0,0,17609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7913,0,4542,0,0,0,0,21526428,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,docker,distribution,"('2.6.1', '2.6.1')",https://github.com/docker/distribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,acpica,acpica,"(None, None)",https://github.com/acpica/acpica,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,9761347,0,249700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87850,0,0,0,0,0,0,0,0,0,99727,0,0,0,0,0,0,0,40042,0,0,0,0,0,0,0,0,0,0,0,53311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284654,0,0
171,ZIllR0,Routers,"(None, None)",https://github.com/ZIllR0/Routers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,NixOS,nixpkgs,"(None, None)",https://github.com/NixOS/nixpkgs,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,138688,1462,103,233,0,6529,0,0,0,0,0,0,40518,0,5281,0,0,0,0,5431,0,15089,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,538,1561,0,0,0,0,0,0,0,0,0,9030,0,7230,0,0,0,0,0,0,0,0,0,42635616,0,0,0,0,0,224,0,0,0,0,164787,11247,0,0,8256,0,121406,729,4283,0,0,0,0,0,0,0,940,169995,0,0,0,0,0,66,0,834962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10961,0,0,0,0,0,24984,0,0,0
173,PHPMailer,PHPMailer,"('5.2.23', '5.2.23')",https://github.com/PHPMailer/PHPMailer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,yiisoft,yii2,"('2.0.12', '2.0.12')",https://github.com/yiisoft/yii2,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11952,0,0,0,0,0,261988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6657601,20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,resiprocate,resiprocate,"('1.10.2', '1.10.2')",https://github.com/resiprocate/resiprocate,0,0,0,0,0,0,0,0,0,0,24477,0,7348,2254,0,0,0,0,10047293,1143484,21674144,0,0,9140,0,0,0,0,0,0,0,0,0,0,0,0,0,200505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176521,0,0,0,0,0,0,0,0,0,1735,0,0,0,0,0,204650,0,670443,0,0,0,0,0,0,0,0,0,0,0,10913,0,66157,0,88197,0,0,0,0,635500,31081,0,0,0,0,27043,6910,0,0,0,0,0,0,0,0,61144,0,0,0,0,0,0,0,0,531235,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,194176,4952,10742,0,0
176,sass,libsass,"('3.4.5', '3.4.5')",https://github.com/sass/libsass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24653,0,1280940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9993,0,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,28657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,fontforge,fontforge,"('20161012', '20161012')",https://github.com/fontforge/fontforge,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,26744345,0,52455,0,0,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82320,0,0,0,0,0,32331,0,0,0,0,0,0,0,0,0,104088,0,159018,0,0,0,0,0,0,0,2916,0,0,0,6023,0,0,0,0,0,0,0,0,14609,0,0,0,0,0,256517,0,0,0,0,0,0,0,0,0,16057,3970,0,0,0,0,0,0,0,204180,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0
178,volca,markdown-preview,"('0.4.5', '0.4.5')",https://github.com/volca/markdown-preview,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602,0,0,0,0,0,57836,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,loomio,loomio,"('1.0.0', '1.7.0')",https://github.com/loomio/loomio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79042,0,0,0,0,397335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261398,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133493,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,0,0,0,0,0,0
180,Supervisor,supervisor,"('3.0', '3.3.2')",https://github.com/Supervisor/supervisor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,faizzaidi,Wolfcms-v0.8,"('0.8.3.1', '0.8.3.1')",https://github.com/faizzaidi/Wolfcms-v0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,qpdf,qpdf,"('6.0.0', '6.0.0')",https://github.com/qpdf/qpdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142383,0,1010657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16194,0,23613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202360,0,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0
183,eloygn,IT_Security_Research_WirelessIP_camera_family,"(None, None)",https://github.com/eloygn/IT_Security_Research_WirelessIP_camera_family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,opf,openproject,"('6.1.5', '7.0.2')",https://github.com/opf/openproject,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112413,0,0,0,0,0,1135950,0,0,0,0,0,400525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8872464,0,0,0,0,0,0,0,18182,0,0,0,0,0,0,0,0,0,0,0,1583287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,imp0wd3r,vuln-papers,"('1.5.5e', '1.5.5e')",https://github.com/imp0wd3r/vuln-papers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,curlyboi,hashtopus,"('1.5g', '1.5g')",https://github.com/curlyboi/hashtopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26152,0,0,0,0,0,28816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
